_id,code,DISTRICT/CITY,SL. NO.,TESTING CENTER NAME,LOCATION,ADDRESS,CONTACT,EMBED LINK,TEST,TYPE,LATITUDES,LONGITUDES
397,nml,NIRMAL,7,PHC Kaddam,https://goo.gl/maps/qBBop1AcaCtbbAiL6,"Kaddam, Telangana 504202",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d422443.78835530626!2d78.66450802963166!3d18.94265342611841!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x8d66fbd125dc8d16!2sP.H.C.kaddam!5e0!3m2!1sen!2sin!4v1598609471882!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.9426534,78.664508
398,nml,NIRMAL,8,CHC Khanapur,https://goo.gl/maps/SAFein3EL21cw7dY7,"Mallapur, Telangana 505331",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d120744.3421119237!2d78.63837712037521!3d18.964090972944035!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xe5f1d1e92f6257ee!2sCIVIL%20HOSPITAL!5e0!3m2!1sen!2sin!4v1598677737232!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.964091,78.6383771
399,nml,NIRMAL,9,PHC Kubeer,https://goo.gl/maps/GqFz6JgXDeFw8u7a8,"India, Bhainsa, Telangana 504103",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3770.047762663085!2d77.96167601473014!3d19.105560487070953!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcdfe5ca1fdbced%3A0xb67b2f54c2665fce!2sGovt%20Area%20Hospital%20AHB!5e0!3m2!1sen!2sin!4v1598677852878!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.1055605,77.961676
400,nml,NIRMAL,10,PHC Kuntala,https://goo.gl/maps/tNzCDzkXr171hJB89,"Narsapur, Telangana 504104",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d120642.22803575761!2d78.08850288391118!3d19.104601218888746!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xf4961826e298c649!2sPHC!5e0!3m2!1sen!2sin!4v1598680520324!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.1046012,78.0885029
401,nml,NIRMAL,11,PHC Laxmanchanda,https://goo.gl/maps/ycUFFk5NZfki6LJc9,"Soan Rd, Soan, Telangana 504105",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3772.1654994636483!2d78.38236271485026!3d19.012427587124446!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcd8f5008b0714d%3A0xe5e931eacf96d6a0!2sPrimary%20Health%20Care%20Center%20Soan.!5e0!3m2!1sen!2sin!4v1598680593456!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.0124276,78.3823627
402,nml,NIRMAL,12,PHC Velmalbopparam,https://goo.gl/maps/iLMVbvMVZYqPd4cn7,"Soan Rd, Soan, Telangana 504105",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d241418.60023458177!2d78.28167212596148!3d19.012421891748343!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcd8f5008b0714d%3A0xe5e931eacf96d6a0!2sPrimary%20Health%20Care%20Center%20Soan.!5e0!3m2!1sen!2sin!4v1598680811408!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.0124219,78.2816721
403,nml,NIRMAL,13,PHC Lokeshwaram,https://goo.gl/maps/boTx9tZL9jHsd23M6,"Narsapur, Telangana 504104",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d69174.95208271935!2d78.11260728105518!3d19.10143543105659!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xf4961826e298c649!2sPHC!5e0!3m2!1sen!2sin!4v1598680946142!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.1014354,78.1126073
404,nml,NIRMAL,14,PHC Mamada,https://goo.gl/maps/SJaJytqjHaQfhj3FA,"Soan Rd, Soan, Telangana 504105",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d240412.5797294839!2d78.40204086464324!3d19.007725191649882!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xe5e931eacf96d6a0!2sPrimary%20Health%20Care%20Center%20Soan.!5e0!3m2!1sen!2sin!4v1598679924268!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.0077252,78.4020409
405,nml,NIRMAL,15,CHC Mudhole,https://goo.gl/maps/5vgX5TKjnhMNxfqh9,"Basara village to Railway Station Rd, Basar, Telangana 504101",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d241521.326926782!2d77.7942320264805!3d18.941539556200908!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xd19ffc906600c2e9!2sGOVT%20PRIMARY%20HEALTH%20CARE%20CENTER(PHC)!5e0!3m2!1sen!2sin!4v1598681057980!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.9415396,77.794232
406,nml,NIRMAL,16,PHC Narsapur G,https://goo.gl/maps/E8DKbAde27K7QPiq5,"near Zpss Narsapur g, 504104",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d30160.937771466834!2d78.14734567337017!3d19.102512794185667!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xec848bc68cd15a1c!2sNew%20Govt%20Hospital%20(PHC)%20Narsapur%20G!5e0!3m2!1sen!2sin!4v1598681258841!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.1025128,78.1473457
407,nml,NIRMAL,17,UPHC Bangalpet,https://goo.gl/maps/gy3XEc317Y8fgeEr6,"Mini Tank Bund Road, Gajulpet, Nirmal, Telangana 504106",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d8304.770372065881!2d78.34120861310755!3d19.1031651271532!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcd8c81d619abfd%3A0x80438eb36522e631!2sGovernment%20Area%20Hospital%20Nirmal!5e0!3m2!1sen!2sin!4v1598676965849!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.0962063,78.3333438
408,nml,NIRMAL,18,PHC Mujigi,https://goo.gl/maps/gy3XEc317Y8fgeEr6,"Mini Tank Bund Road, Gajulpet, Nirmal, Telangana 504106",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7652.145357066411!2d78.33334381156564!3d19.096206296034076!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcd8c81d619abfd%3A0x80438eb36522e631!2sGovernment%20Area%20Hospital%20Nirmal!5e0!3m2!1sen!2sin!4v1598676856890!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.0962063,78.3333438
409,nml,NIRMAL,19,DH Nirmal,https://goo.gl/maps/vMpbhL8uXsuBKHc18,"Mini Tank Bund Road, Gajulpet, Nirmal, Telangana 504106",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6835.440333411828!2d78.33166351421248!3d19.103019120302328!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcd8c81d619abfd%3A0x80438eb36522e631!2sGovernment%20Area%20Hospital%20Nirmal!5e0!3m2!1sen!2sin!4v1598676663474!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.1030191,78.3316635
410,nml,NIRMAL,20,MCH Nirmal,https://goo.gl/maps/vMpbhL8uXsuBKHc18,"Mini Tank Bund Road, Gajulpet, Nirmal, Telangana 504106",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6835.440333411828!2d78.33166351421248!3d19.103019120302328!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcd8c81d619abfd%3A0x80438eb36522e631!2sGovernment%20Area%20Hospital%20Nirmal!5e0!3m2!1sen!2sin!4v1598676663474!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.1030191,78.3316635
411,nml,NIRMAL,22,PHC Pembi,https://goo.gl/maps/Jk4o4MofkhDc9qFeA,"Pembi, Telangana 504203",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1627.5632775306783!2d78.63460252141333!3d19.194030653260775!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcd8014bea2a871%3A0x63e3b2f314b2a65c!2sHospital%20Pembi!5e0!3m2!1sen!2sin!4v1598676559856!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.1940307,78.6346025
412,nml,NIRMAL,23,PHC Sarangapur,https://goo.gl/maps/UqPXtsLBMn7VagiX6,"Sarangapur, Telangana 504110",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d33786.54157058324!2d78.2433817790874!3d19.218009902496146!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x9311508952aa0471!2sPHC%20SARANGAPUR!5e0!3m2!1sen!2sin!4v1598676406994!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.2180099,78.2433818
413,nml,NIRMAL,24,PHC Soan,https://goo.gl/maps/JX8ZB8GzQVif9MA86,"Soan Rd, Soan, Telangana 504105",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4198.914606648224!2d78.38167426861058!3d19.010071547476716!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcd8f5008b0714d%3A0xe5e931eacf96d6a0!2sPrimary%20Health%20Care%20Center%20Soan.!5e0!3m2!1sen!2sin!4v1598676339378!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,19.0100715,78.3816743
414,nml,NIRMAL,25,PHC Tanoor,https://goo.gl/maps/p1qxaLrHMuErqnPF7,"Basara village to Railway Station Rd, Basar, Telangana 504101",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d966430.6889963154!2d77.39569222270497!3d18.88176226697097!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xd19ffc906600c2e9!2sGOVT%20PRIMARY%20HEALTH%20CARE%20CENTER(PHC)!5e0!3m2!1sen!2sin!4v1598681658618!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.8817623,77.3956922
415,nzb,NIZAMABAD,1,UPHC Arsapally,https://goo.gl/maps/unwRXzwNzT4LbkQR8,"Ganesh Colony, FCI Colony, Nizamabad, Telangana 503230",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3779.972774082049!2d78.10890271472302!3d18.665217687324954!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcdc52aa97eb131%3A0xf00cdeea96da0234!2sPrimary%20Health%20Care%20Center!5e0!3m2!1sen!2sin!4v1598680471029!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.6652177,78.1089027
416,nzb,NIZAMABAD,2,UPHC Chandrashekar colony,https://goo.gl/maps/n4MYsguZX4i9qJm98,"Unnamed Road, Chandrashekar Colony, Nizamabad, Telangana 503002",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3531.441676543037!2d78.11097971717412!3d18.69015693836387!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x42d4de22408b4196!2sUrban%20Primary%20Health%20Care%20Centre%20Chandrashekar%20Colony!5e0!3m2!1sen!2sin!4v1598680549550!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.6901569,78.1109797
417,nzb,NIZAMABAD,4,UPHC Gouthamnagar,https://goo.gl/maps/t2UPRSVC57KuCyNK8,"Gautamnagar, Nizamabad, Telangana 503002",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d8338.511476625903!2d78.1043400190512!3d18.69117402206094!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x224d6ebbf5a545a7!2sUrban%20Primary%20Health%20Care%20Centre%20GautamNagar!5e0!3m2!1sen!2sin!4v1598680655709!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.691174,78.10434
418,nzb,NIZAMABAD,5,Med College Govt General Hospital,https://goo.gl/maps/8mh6eN5d3KqUNuJt6,"beside Bus stand, Khaleelwadi, Nizamabad, Telangana 503001",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d878.7916508204593!2d78.09847436598099!3d18.67546485774939!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x7754fd0403c15f5f!2sGovt.%20General%20Hospital%2C%20Nizamabad!5e0!3m2!1sen!2sin!4v1598680810639!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.6754649,78.0984744
419,nzb,NIZAMABAD,6,UPHC Vinayaknagar,https://goo.gl/maps/rz2EsNeYWd5wS6kQ9,"Ganesh Colony, FCI Colony, Nizamabad, Telangana 503230",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d24568.908510386733!2d78.10288800691498!3d18.647093812025766!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcdc52aa97eb131%3A0xf00cdeea96da0234!2sPrimary%20Health%20Care%20Center!5e0!3m2!1sen!2sin!4v1598680868768!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.6470938,78.102888
420,nzb,NIZAMABAD,7,UPHC Malapally,https://goo.gl/maps/f42RAbRn96kb3pgF7,"Railway Station Rd, Maramma colony, Valigonda, Telangana 508112",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d212302.93112562312!2d78.99841728223036!3d17.380679393981605!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x21496b82af7bb4b!2sPrimary%20Health%20Centre%20(PHC)!5e0!3m2!1sen!2sin!4v1598681017633!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,17.3806794,78.9984173
421,nzb,NIZAMABAD,8,UPHC Seetharamnagar,https://goo.gl/maps/G5av9XmhwEN9t3be7,"Ganesh Colony, FCI Colony, Nizamabad, Telangana 503230",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d16015.083216660367!2d78.08635819734877!3d18.66137449719848!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcdc52aa97eb131%3A0xf00cdeea96da0234!2sPrimary%20Health%20Care%20Center!5e0!3m2!1sen!2sin!4v1598681271680!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.6613745,78.0863582
422,nzb,NIZAMABAD,9,CHC Armoor,https://goo.gl/maps/X6FdtVE4zg3R3r2Z8,"Armoor, Telangana 503224",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3777.120829827566!2d78.28517921472505!3d18.792767787251012!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcdc00d2bcfd7b1%3A0x62bd15564b720ecd!2sArmur%20Government%20Hospital!5e0!3m2!1sen!2sin!4v1598610762146!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.7927678,78.2851792
423,nzb,NIZAMABAD,11,PHC Govindpet,https://goo.gl/maps/UPoVGkmFfzsoihvi8,"Government Maternity Hospital, hosptalTelangana, Reddy Colony, Hanamkonda, Telangana 506001",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d30228.508331778005!2d78.34438647255766!3d18.72834875667939!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcdbecad70136a9%3A0x9830904835bee803!2sHanmakonda%20Govt%20Hospital!5e0!3m2!1sen!2sin!4v1598681504368!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.7283488,78.3443865
424,nzb,NIZAMABAD,13,PHC KisanNagar,https://goo.gl/maps/uqFobMUNUyC9482L9,"Nizamabad, Telangana 503308",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d120798.60374449467!2d78.27807856182748!3d18.889016777384647!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x8f84a0e6ffee3958!2sPHC(Primary%20Health%20Centre)!5e0!3m2!1sen!2sin!4v1598681641878!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.8890168,78.2780786
425,nzb,NIZAMABAD,14,CHC Balkonda,https://goo.gl/maps/H5NcyntjfmzyPJ44A,"Nizamabad, Telangana 503308",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d120811.34049019078!2d78.26797206152398!3d18.871353038144637!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x8f84a0e6ffee3958!2sPHC(Primary%20Health%20Centre)!5e0!3m2!1sen!2sin!4v1598681933423!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.871353,78.2679721
426,nzb,NIZAMABAD,15,PHC Kissannagar,https://goo.gl/maps/X7LWz7qkLR8bgpHk6,"Pochampadu Camp, Soanpet, Telangana 503219",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d120798.60374455177!2d78.27807835079787!3d18.88901677730549!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xa0e7d776e021d83f!2sDam%20Site%20Hospital%20PHC!5e0!3m2!1sen!2sin!4v1598682069848!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.8890168,78.2780784
427,nzb,NIZAMABAD,16,PHC Bheemgal,https://goo.gl/maps/6xof4t9ypMc7vL9L8,"Velpoor, Telangana 503311",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3777.774420624423!2d78.38969211451871!3d18.763610487267915!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcdbc2597b24471%3A0xc0c5364497267bed!2sGovernment%20Hospital!5e0!3m2!1sen!2sin!4v1598682253475!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.7636105,78.3896921
428,nzb,NIZAMABAD,17,PHC Muchkur,https://goo.gl/maps/JYDEoSywcUDkgZKD7,"Government Maternity Hospital, hosptalTelangana, Reddy Colony, Hanamkonda, Telangana 506001",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d241958.13979629034!2d78.32295447644103!3d18.6372354853374!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x9830904835bee803!2sHanmakonda%20Govt%20Hospital!5e0!3m2!1sen!2sin!4v1598682486611!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.6372355,78.3229545
429,nzb,NIZAMABAD,18,AH Bodhan,https://goo.gl/maps/f2tmDqHMwXuJwTZUA,"503185, Christian Colony, Rakasipet, Bodhan, Telangana 503185",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d60486.17412479512!2d77.86211371421815!3d18.64667210096818!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x115ae47ae1bbe433!2sUrban%20Primary%20Health%20Care%20Centre!5e0!3m2!1sen!2sin!4v1598682799057!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.6466721,77.8621137
430,nzb,NIZAMABAD,20,UPHC Rakashipet,https://goo.gl/maps/HpSaxBNLMTKG4VrA6,"503185, Christian Colony, Rakasipet, Bodhan, Telangana 503185",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3780.3859677088226!2d77.89494661451671!3d18.646668287335704!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x115ae47ae1bbe433!2sUrban%20Primary%20Health%20Care%20Centre!5e0!3m2!1sen!2sin!4v1598682967748!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.6466683,77.8949466
431,nzb,NIZAMABAD,21,PHC Saloora,https://goo.gl/maps/8RjFitKEYkxXP3zFA,"Pothangal - Hangarga Rd, Pothangal, Telangana 503207",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d60513.69456864857!2d77.73857116699217!3d18.56926330755692!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x21aaf543484d1689!2sPothangal%20PHC%2C%20Kotagiri%20mandal!5e0!3m2!1sen!2sin!4v1598683104424!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.5692633,77.7385712
432,nzb,NIZAMABAD,22,PHC Pegadapally,https://goo.gl/maps/mCjaNUyhFmdwxdvP8,"503185, Christian Colony, Rakasipet, Bodhan, Telangana 503185",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3780.385967708814!2d77.89494661451671!3d18.646668287335704!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bce77b3ce842fb3%3A0x115ae47ae1bbe433!2sUrban%20Primary%20Health%20Care%20Centre!5e0!3m2!1sen!2sin!4v1598683294794!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.6466683,77.8949466
433,nzb,NIZAMABAD,24,CHC Dichpally,https://goo.gl/maps/k7DbbaR9mNf9WpnB9,"Dichpally, Telangana 503175",,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3781.1463378066746!2d78.19243311451615!3d18.612486587355534!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcdcf51dec72115%3A0x79604a79a123bff3!2sDichpally%20Government%20Hospital!5e0!3m2!1sen!2sin!4v1598683472262!5m2!1sen!2sin"" width=""400"" height=""300"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>",RAPID ANTIGEN,GOVT,18.6124866,78.1924331
